id,name,year,expansion,minplayers,maxplayers,bestminnumplayers,bestmaxnumplayers,rminnumplayers,rmaxnumplayers,age,averageweight,minplaytime,maxplaytime,url
25289,Tonkin: La Guerre d'Indochine 1950-1954,2006,0,2,2,2,2,2,2,12,3.8,0,0,25289/tonkin-la-guerre-dindochine-1950-1954
25292,Merchants & Marauders,2010,0,2,4,4,4,2,4,13,3.24,180,180,25292/merchants-marauders
25293,Thurn und Taxis: Der Kurier der Fürstin,2006,1,2,4,3,4,2,4,10,1.91,45,45,25293/thurn-und-taxis-der-kurier-der-furstin
25294,Take It to the Limit!,2006,0,1,6,6,6,3,6,10,2.08,45,45,25294/take-it-limit
25300,Age of Steam Expansion: Eastern US & Canada,2006,1,3,6,0,0,0,0,12,3.4,120,120,25300/age-steam-expansion-eastern-us-canada
25302,Austerlitz 1805: Le choc des cavaleries,1995,0,2,2,2,2,1,2,12,2.83,180,240,25302/austerlitz-1805-le-choc-des-cavaleries
25303,Colorful Caterpillars,1985,0,2,4,0,0,0,0,4,1.0,15,15,25303/colorful-caterpillars
25309,Trinity,2003,0,2,2,2,2,2,2,6,2.0,20,20,25309/trinity
25314,Bowling Solitaire,1969,0,1,1,1,1,1,1,8,1.52,30,30,25314/bowling-solitaire
25343,Ultima,1968,0,2,2,2,2,2,2,8,3.5,30,30,25343/ultima
25344,18TN,2006,0,3,5,0,0,3,5,14,3.8,180,180,25344/18tn
25389,Anti-Grid,2006,0,2,2,0,0,0,0,0,0.0,30,30,25389/anti-grid
25413,Junior Alpha Animals,1998,0,2,6,0,0,0,0,4,1.0,15,15,25413/junior-alpha-animals
25415,Bulldogs Away!! Modern Fast Attack Craft Rules 1950 - 2010,2006,0,2,2,0,0,0,0,12,2.33,0,0,25415/bulldogs-away-modern-fast-attack-craft-rules-1950
25417,BattleLore,2006,0,2,2,2,2,2,2,10,2.77,60,60,25417/battlelore
25420,Ur,2006,0,3,4,4,4,3,4,10,3.08,45,45,25420/ur
25421,Action Stations! (Third Edition),2002,0,2,12,4,4,1,7,16,2.5,0,0,25421/action-stations-third-edition
25422,Fox Two Reheat!,1998,0,2,2,0,0,0,0,12,4.0,60,60,25422/fox-two-reheat
25423,Martian Coasters,2006,0,2,5,4,4,2,5,8,1.25,15,30,25423/martian-coasters
25431,Terror,1995,0,2,2,0,0,0,0,0,3.0,0,0,25431/terror
25432,Paper Soccer,0,0,2,2,2,2,2,2,0,1.0,10,10,25432/paper-soccer
25433,Phutball,1982,0,2,2,2,2,2,2,0,2.14,20,20,25433/phutball
25435,"Inkerman: The SoldiersBattle, 5 November 1854",1978,0,2,2,0,0,0,0,12,2.4,180,180,25435/inkerman-soldiers-battle-5-november-1854
25436,"Balaclava: The Charge of the Light Brigade, 25 October 1854",1978,0,2,2,0,0,0,0,12,2.8,120,120,25436/balaclava-charge-light-brigade-25-october-1854
25437,"Tchernaya River: The Battle of Tractir Bridge, 15 August 1855",1978,0,2,2,2,2,1,2,12,2.25,120,120,25437/tchernaya-river-battle-tractir-bridge-15-august-18
25449,Gundam Collection Tactical Combat,2005,0,2,4,0,0,0,0,10,0.0,60,60,25449/gundam-collection-tactical-combat
25453,Balance Duels,2005,0,2,4,2,2,2,2,8,1.62,30,30,25453/balance-duels
25458,Three Bear Family Honeycomb Hike,2000,0,2,4,0,0,0,0,3,0.0,30,30,25458/three-bear-family-honeycomb-hike
25460,"Kasserine: Baptism of Fire, February 1943",1976,0,1,2,0,0,0,0,12,2.33,240,240,25460/kasserine-baptism-fire-february-1943
25463,Dinosaur! Card Games,2001,0,2,4,0,0,0,0,5,0.0,15,15,25463/dinosaur-card-games
25464,Battlestandard Ancient Rules,2004,0,1,6,0,0,0,0,12,0.0,240,240,25464/battlestandard-ancient-rules
25471,Five Field Kono,0,0,2,2,2,2,2,2,0,2.0,10,10,25471/five-field-kono
25476,Hooker and Lee: The Battle of Chancellorsville,1975,0,2,2,2,2,1,2,12,2.43,120,120,25476/hooker-and-lee-battle-chancellorsville
25477,"Fredericksburg: The Union Repulsed, Dec. 13, 1862",1975,0,1,2,0,0,0,0,12,2.14,120,120,25477/fredericksburg-union-repulsed-dec-13-1862
25478,Chattanooga: Gateway to Victory,1975,0,1,2,2,2,1,2,12,2.5,120,120,25478/chattanooga-gateway-victory
25479,"Battle of the Wilderness: Gaining the Initiative, May 5-6, 1864",1975,0,1,2,2,2,1,2,12,2.38,120,120,25479/battle-wilderness-gaining-initiative-may-5-6-1864
25487,Age of Steam Expansion: Sun / London,2006,1,3,6,4,4,3,4,10,4.17,120,120,25487/age-steam-expansion-sun-london
25491,Alhambra: The Dice Game,2006,0,2,6,4,4,2,5,8,1.72,60,60,25491/alhambra-dice-game
25492,Monster In The Cabbages,2006,0,2,5,4,4,2,5,10,1.33,25,25,25492/monster-cabbages
25493,The Universal Soldier Miniature Rules,1977,0,2,8,0,0,0,0,0,3.0,120,120,25493/universal-soldier-miniature-rules
25496,Assault Gun,2006,0,1,6,2,2,2,2,12,2.5,180,180,25496/assault-gun
25502,Warlord,1983,0,2,2,0,0,0,0,12,0.0,60,60,25502/warlord
25516,A Fatal Attraction: The Gallipoli Campaign,2007,0,2,2,2,2,2,2,12,2.86,360,360,25516/fatal-attraction-gallipoli-campaign
25521,Age of Iron,1987,0,2,12,0,0,0,0,12,1.0,90,90,25521/age-iron
25522,Holy Hack: Hacking by the Book,1996,0,2,8,0,0,0,0,12,0.0,150,150,25522/holy-hack-hacking-book
25536,Beer and Pretzels Ironclads (BAPI),2000,0,2,2,0,0,0,0,12,0.0,240,240,25536/beer-and-pretzels-ironclads-bapi
25537,Trötofant,2005,0,2,4,4,4,2,4,5,1.0,10,10,25537/trotofant
25539,Raiders and Blockaders,2003,0,2,2,0,0,0,0,10,2.0,120,120,25539/raiders-and-blockaders
25542,Centre Chess,1991,0,2,2,0,0,0,0,10,0.0,0,0,25542/centre-chess
25546,Field of Battle,2006,0,2,2,3,0,0,0,12,0.0,0,0,25546/field-battle
25550,Age of Iron Expansion Rules: Navies in Transition 1865-1890,1990,0,2,12,0,0,0,0,12,1.0,60,60,25550/age-iron-expansion-rules-navies-transition-1865-18
25554,Notre Dame,2007,0,2,5,3,4,2,5,10,2.75,45,75,25554/notre-dame
25558,Hornet Leader II: Cold War,2006,1,1,1,0,0,0,0,12,2.0,60,60,25558/hornet-leader-ii-cold-war
25559,Down in Flames Squadron Pack 2: Bombers,2007,1,2,2,2,2,2,2,12,2.0,30,30,25559/down-flames-squadron-pack-2-bombers
25567,Mozaika,2006,0,3,5,0,0,3,5,8,1.78,30,30,25567/mozaika
25568,Metropolys,2008,0,2,4,4,4,2,4,8,2.21,45,45,25568/metropolys
25574,Gin Rummy,1909,0,2,2,2,2,2,2,8,1.7,30,30,25574/gin-rummy
25577,"Eastern Operation: Invade Oahu! Dec. 7, 1941",2006,0,1,2,0,0,0,0,12,0.0,0,0,25577/eastern-operation-invade-oahu-dec-7-1941
25584,If Wishes Were Fishes!,2007,0,2,5,3,3,2,5,10,1.95,45,45,25584/if-wishes-were-fishes
25588,Blockade,2001,0,2,2,2,2,2,2,10,2.2,10,10,25588/blockade
25596,Log Jam,1997,0,2,8,0,0,0,0,7,1.0,15,15,25596/log-jam
25597,Superchess,1992,0,2,4,0,0,0,0,8,0.0,120,120,25597/superchess
25600,Germania: DrususCampaigns 12-9 BC,1986,0,1,1,1,1,1,1,12,3.33,0,0,25600/germania-drusus-campaigns-12-9-bc
25601,Grand Fleet Actions in the Age of Sail Edition 2.0,2003,0,2,2,2,2,1,2,12,2.5,0,0,25601/grand-fleet-actions-age-sail-edition-20
25602,Iron and Fire: Naval Rules for the American Civil War and Ironclad Period 1850-1880,2003,0,2,2,2,2,1,2,12,2.0,120,120,25602/iron-and-fire-naval-rules-american-civil-war-and-i
25603,Simple GBoH Battle Manual,2006,1,2,2,2,2,1,2,8,2.76,25,25,25603/simple-gboh-battle-manual
25604,Elemental Warriors II,2006,0,2,2,0,0,0,0,10,2.0,30,30,25604/elemental-warriors-ii
25605,Walhalla,2006,0,3,4,4,4,3,4,12,2.3,60,60,25605/walhalla
25606,Warbirds in Miniature,2006,0,1,0,0,0,0,0,10,3.67,30,30,25606/warbirds-miniature
25609,Warrior Knights: Crown and Glory,2007,1,2,6,5,6,3,6,12,3.43,120,240,25609/warrior-knights-crown-and-glory
25613,Through the Ages: A Story of Civilization,2006,0,2,4,3,3,2,4,12,4.17,120,120,25613/through-ages-story-civilization
25618,Lords of the Spanish Main,2006,0,2,8,4,5,4,6,12,3.2,120,120,25618/lords-spanish-main
25621,Gloom: Unwelcome Guests,2007,1,2,5,0,0,3,5,13,1.81,30,30,25621/gloom-unwelcome-guests
25623,Mmm ... Brains!,2006,0,3,5,0,0,4,5,6,1.06,15,15,25623/mmm-brains
25635,Island War,2006,0,2,2,0,0,0,0,12,0.0,90,90,25635/island-war
25642,Kasl,2006,0,2,4,4,4,2,4,10,2.43,120,120,25642/kasl
25643,Arkadia,2006,0,2,4,3,3,2,4,10,2.57,45,60,25643/arkadia
25644,Geist Junior,2006,0,2,5,0,0,0,0,4,0.0,60,60,25644/geist-junior
25645,Verflixxt nochmal,2006,1,2,8,4,4,2,6,8,1.44,35,35,25645/verflixxt-nochmal
25651,War in the Forest,2005,1,0,0,0,0,0,0,12,0.0,0,0,25651/war-forest
25652,A Good Day to Die,2002,0,2,2,0,0,0,0,0,0.0,0,0,25652/good-day-die
25657,Equate Junior Tile Set,0,1,2,4,0,0,0,0,6,0.0,120,120,25657/equate-junior-tile-set
25658,American Megafauna (Second Edition): Expansion Set,2006,1,1,5,4,4,3,5,9,3.38,0,0,25658/american-megafauna-second-edition-expansion-set
25664,Py,0,0,1,4,0,0,0,0,0,1.0,20,20,25664/py
25665,Red Russia,2008,0,2,4,4,4,1,4,14,3.14,240,240,25665/red-russia
25669,Qwirkle,2006,0,2,4,4,4,2,4,6,1.62,45,45,25669/qwirkle
25674,Khronos,2006,0,2,5,4,4,2,5,10,3.56,90,90,25674/khronos
25677,Formidable Foes,2006,0,2,6,3,5,3,5,10,2.13,90,90,25677/formidable-foes
25685,Blackbeard: The Golden Age of Piracy,2008,0,1,5,3,3,1,5,12,3.32,120,120,25685/blackbeard-golden-age-piracy
25687,Fragile,2006,0,1,4,4,4,4,4,10,2.77,35,35,25687/fragile
25691,The Batman Game,1966,0,2,4,0,0,0,0,8,0.0,20,20,25691/batman-game
25702,Six Men's Morris,-1400,0,2,2,2,2,2,2,8,2.0,0,0,25702/six-mens-morris
25721,Turbulento,2006,0,2,4,0,0,0,0,4,1.2,10,10,25721/turbulento
25727,Lock 'n Load Tactical: Day of Heroes,2008,0,2,2,2,2,1,2,12,2.88,60,120,25727/lock-n-load-tactical-day-heroes
25729,World at War: Eisenbach Gap,2007,0,2,2,2,2,1,2,12,2.59,90,90,25729/world-war-eisenbach-gap
25731,Lock 'n Load: Swift and Bold,2007,1,2,2,2,2,1,2,12,2.64,30,30,25731/lock-n-load-swift-and-bold
25733,"A Master Stroke: The Battle for Meiktila, March 5-14, 1945",2006,0,1,2,0,0,0,0,12,3.0,0,0,25733/master-stroke-battle-meiktila-march-5-14-1945
25734,Corx,1993,0,2,4,0,0,0,0,8,1.8,20,20,25734/corx
25738,The Big Taboo,2006,0,4,0,0,0,0,0,12,1.56,30,60,25738/big-taboo
25745,Kasserine: The Battle of Kasserine Pass,2003,1,2,2,2,2,1,2,12,3.5,60,60,25745/kasserine-battle-kasserine-pass
25748,Koom Valley Thud,2004,0,2,2,0,0,0,0,10,0.0,30,30,25748/koom-valley-thud
25750,Space Marine Assault,2003,0,1,2,0,0,0,0,10,0.0,15,15,25750/space-marine-assault
25758,Trüffel-Schnüffel,2006,0,2,4,0,0,2,4,5,1.14,10,15,25758/truffel-schnuffel
25760,Zoff im Hühnerhof,2006,0,2,4,4,4,2,4,4,1.1,20,20,25760/zoff-im-huhnerhof
25768,Long Live the King,2006,0,5,30,8,8,7,10,12,3.0,240,240,25768/long-live-king
25773,Down in Flames: WWI – Bombers,2006,0,2,8,2,2,2,2,10,0.0,60,60,25773/down-flames-wwi-bombers
25775,"Elusive Victory: The Air War over the Suez Canal, 1967-1973",2009,0,2,2,2,2,1,2,12,3.92,240,240,25775/elusive-victory-air-war-over-suez-canal-1967-1973
25784,Stellar Strike,2006,0,2,2,2,2,2,2,12,2.0,240,240,25784/stellar-strike
25786,Flames of War: Festung Europa (Late War 1944),2006,1,2,2,0,0,0,0,12,3.29,120,120,25786/flames-war-festung-europa-late-war-1944
25794,Axis & Allies: War at Sea,2007,0,2,2,2,2,2,2,12,2.08,60,60,25794/axis-allies-war-sea
25795,Hexago Continuo,2006,0,2,4,2,2,1,4,8,1.0,20,20,25795/hexago-continuo
25796,Red Warriors,2006,1,2,2,2,2,1,2,12,2.33,30,30,25796/red-warriors
25807,Combat Storm,2006,0,2,4,0,0,0,0,12,0.0,60,60,25807/combat-storm
25808,Highrise,2006,0,2,4,0,0,0,0,10,1.0,0,0,25808/highrise
25820,Rocroi: 19 May 1643 – The End of Spanish Ascendancy,1976,0,1,2,2,2,1,2,12,1.5,120,120,25820/rocroi-19-may-1643-end-spanish-ascendancy
25821,The Werewolves of Miller's Hollow,2001,0,8,18,11,15,8,18,10,1.32,30,30,25821/werewolves-millers-hollow
25823,Cartagena 2. The Pirate's Nest,2006,0,2,5,4,4,2,5,8,1.56,45,45,25823/cartagena-2-pirates-nest
25826,Baby Animal Lotto,1976,0,1,4,0,0,0,0,3,0.0,15,15,25826/baby-animal-lotto
25841,Le Grand Empire,2007,0,2,7,5,5,2,7,0,3.7,0,0,25841/le-grand-empire
25864,LEGO Dominos,2006,0,2,4,0,0,0,0,3,1.0,15,15,25864/lego-dominos
25865,Scribe,2006,0,2,2,2,2,2,2,0,1.5,45,45,25865/scribe
25866,Wizard Junior,2006,0,3,6,0,0,0,0,8,1.33,20,20,25866/wizard-junior
25867,Shape of Things,1989,0,2,4,0,0,0,0,3,0.0,15,15,25867/shape-things
25868,Courtyard,2006,0,2,4,0,0,0,0,0,2.0,30,30,25868/courtyard
25894,Maneuver,1992,0,2,2,0,0,0,0,12,1.33,0,0,25894/maneuver
25895,TacTix,1949,0,2,2,2,2,2,2,8,1.5,5,5,25895/tactix
25900,Kingdom of Heaven: The Crusader States 1097-1291,2012,0,2,2,2,2,2,2,12,3.31,180,180,25900/kingdom-heaven-crusader-states-1097-1291
25911,BrainCheck Two,1994,0,2,2,0,0,0,0,0,0.0,10,10,25911/braincheck-two
25913,Elemental Chess,2005,0,2,2,0,0,0,0,10,2.0,30,30,25913/elemental-chess
25929,Panzer Grenadier: Blue Division,2006,1,2,2,2,2,1,2,12,2.25,30,30,25929/panzer-grenadier-blue-division
25937,Galactic Destiny,2007,0,3,6,4,4,4,6,12,3.43,240,240,25937/galactic-destiny
25940,Bumpers,1994,0,2,2,0,0,0,0,6,1.0,10,10,25940/bumpers
25945,Arkham Horror: The King in Yellow Expansion,2007,1,1,8,4,4,1,6,12,3.21,120,240,25945/arkham-horror-king-yellow-expansion
25946,PitchCar: Extension 2 – More Speed More Fun,2006,1,2,8,5,6,2,8,6,1.08,30,30,25946/pitchcar-extension-2-more-speed-more-fun
25948,PitchCar: Extension 3 – Long Straights,2006,1,2,8,5,6,2,8,6,1.13,30,30,25948/pitchcar-extension-3-long-straights
25951,The Castle of the Devil,2010,0,4,8,6,6,5,8,10,1.97,20,40,25951/castle-devil
25969,Divide and Conquer,1996,0,2,2,0,0,0,0,10,1.33,10,10,25969/divide-and-conquer
25972,Victory at Sea: World War II Naval Combat Game,2006,0,2,2,1,2,1,2,12,2.48,360,360,25972/victory-sea-world-war-ii-naval-combat-game
25987,Anagramania Junior Edition,2004,0,2,6,0,0,0,0,8,1.0,45,45,25987/anagramania-junior-edition
25988,Asalto,1803,0,2,2,2,2,2,2,10,1.75,20,20,25988/asalto
25990,Cavaliers and Roundheads,1973,0,2,2,0,0,0,0,12,0.0,0,0,25990/cavaliers-and-roundheads
25991,Manila '45: Stalingrad of the Pacific,2007,0,2,2,0,0,1,1,12,2.43,180,180,25991/manila-45-stalingrad-pacific
25992,War of the Triple Alliance: Paraguay – 1865-1870,2007,0,2,2,2,2,1,2,12,2.5,180,180,25992/war-triple-alliance-paraguay-1865-1870
25993,"Drive on Moscow: Operation Typhoon, 1941",2007,0,2,2,1,2,1,2,12,2.38,240,240,25993/drive-moscow-operation-typhoon-1941
25994,Sea Lords on the Mekong Delta,2007,0,2,2,2,2,1,2,12,2.8,180,180,25994/sea-lords-mekong-delta
25995,My First Clock,2001,0,1,6,0,0,0,0,4,1.0,20,30,25995/my-first-clock
26003,GIPF Project Set 3,2006,1,2,2,2,2,2,2,10,3.08,30,30,26003/gipf-project-set-3
26004,Bitter Woods (Fourth Edition): Expansion Kit,2004,1,2,4,0,0,0,0,12,3.23,240,240,26004/bitter-woods-fourth-edition-expansion-kit
26017,Space Checkers,2006,0,2,4,4,4,2,4,8,1.0,30,30,26017/space-checkers
26023,I Spy Bingo,2003,0,2,6,0,0,2,6,4,1.0,15,15,26023/i-spy-bingo
26030,Scrabble Junior: The Disney Edition,2003,0,2,4,0,0,2,2,5,1.0,30,30,26030/scrabble-junior-disney-edition
26034,Zeon,2004,0,2,2,2,2,2,2,8,1.0,15,15,26034/zeon
26039,Goalsystem Fantasy,2006,0,2,6,0,0,0,0,9,2.0,0,0,26039/goalsystem-fantasy
26047,Sid Meier's Civilization: The Card Game,2006,0,2,4,3,4,2,4,12,2.11,60,60,26047/sid-meiers-civilization-card-game
26055,Twilight Imperium: Second Edition,2000,0,2,6,6,6,3,6,12,3.51,240,240,26055/twilight-imperium-second-edition
26057,Arnhem and Operation Market-Garden,1971,0,2,2,0,0,0,0,12,0.0,120,120,26057/arnhem-and-operation-market-garden
26067,Kropki,0,0,2,2,2,2,2,2,8,2.6,30,30,26067/kropki
26075,Action Front! Watchtower,2007,0,2,2,2,2,1,2,12,1.0,60,60,26075/action-front-watchtower
26076,The Berenstain Bears Spooky Old Tree Game,1989,0,2,4,0,0,0,0,4,1.0,30,30,26076/berenstain-bears-spooky-old-tree-game
26077,The Berenstain Bears Missing Dinosaur Bone Game,2000,0,2,4,0,0,0,0,5,1.0,30,30,26077/berenstain-bears-missing-dinosaur-bone-game
26103,Primo Calculino,2006,0,2,4,0,0,2,4,5,1.0,10,10,26103/primo-calculino
26114,Secrets of the Sea,2006,0,2,4,0,0,2,4,6,1.4,30,30,26114/secrets-sea
26117,Rechen-Kapitän,2006,0,1,4,0,0,1,4,6,1.0,15,15,26117/rechen-kapitan
26124,Draco Mundis,2006,0,2,4,2,2,2,4,12,2.18,45,45,26124/draco-mundis
26129,Heavy Gear Blitz!,2006,0,2,6,0,0,0,0,11,3.14,120,120,26129/heavy-gear-blitz
26135,Susan,1991,0,2,2,2,2,2,2,0,2.5,30,30,26135/susan
26147,Split Personality,2006,0,4,30,6,8,4,12,10,1.07,20,20,26147/split-personality
26154,"Nanawa: Verdun in the Chaco War, July 1933",2006,0,1,2,0,0,0,0,12,0.0,0,0,26154/nanawa-verdun-chaco-war-july-1933
26162,Claim It!,2006,0,2,5,2,2,2,3,8,1.46,40,40,26162/claim-it
26189,Blue Moon City: Expansion Tile Sets 1 & 2,2006,1,2,4,3,4,2,4,10,2.15,60,60,26189/blue-moon-city-expansion-tile-sets-1-2
26198,Star Fleet Battles: Module F2 – The Vudar Enclave,2005,1,1,6,0,0,0,0,12,3.0,180,180,26198/star-fleet-battles-module-f2-vudar-enclave
26200,Star Fleet Battles: Module G2 – Master Annexes,2004,1,0,0,0,0,0,0,12,5.0,0,0,26200/star-fleet-battles-module-g2-master-annexes
26201,Star Fleet Battles: Module C5 – The Magellanic Cloud,2006,1,1,6,0,0,0,0,12,4.0,180,180,26201/star-fleet-battles-module-c5-magellanic-cloud
26203,Star Fleet Battles Silver Anniversary Master Rulebook,2004,0,2,0,0,0,0,0,12,4.86,0,0,26203/star-fleet-battles-silver-anniversary-master-ruleb
26210,City Blocks,2006,0,2,4,0,0,0,0,12,2.0,30,30,26210/city-blocks
26211,Fruit Fair,2008,0,3,5,3,3,3,3,10,2.15,45,45,26211/fruit-fair
26218,Prophecy: Dragon Realm,2003,1,2,5,3,3,1,4,12,2.17,180,180,26218/prophecy-dragon-realm
26220,Victory by Any Means: Jovian Chronicles,2006,1,2,8,0,0,0,0,11,4.0,240,240,26220/victory-any-means-jovian-chronicles
26229,Hexchess,1982,0,2,3,0,0,0,0,8,3.0,0,0,26229/hexchess
26233,Manimals,2006,0,2,6,2,4,2,6,6,1.14,10,20,26233/manimals
26235,Pick & Pack,2007,0,2,2,2,2,2,2,8,1.88,20,20,26235/pick-pack
26236,Colorful Caterpillars,2006,0,1,4,0,0,0,0,3,0.0,20,20,26236/colorful-caterpillars
26239,Goldener Apfel,2003,0,2,4,0,0,0,0,3,0.0,20,20,26239/goldener-apfel
26244,Candy,2005,0,1,8,0,0,0,0,4,1.5,20,20,26244/candy
26250,A las Barricadas!,2006,0,2,2,0,0,2,2,12,2.69,120,120,26250/las-barricadas
26256,Star Fleet Battles: Module R10 – The New Cruisers,2003,1,2,2,0,0,0,0,12,4.0,180,180,26256/star-fleet-battles-module-r10-new-cruisers
26292,Bzura 1939,1992,0,2,2,0,0,0,0,0,3.14,0,0,26292/bzura-1939
26296,International Hostage,1986,0,2,2,0,0,0,0,10,0.0,0,0,26296/international-hostage
26301,2ème D.B. 'IIParis,1984,0,2,2,2,2,1,2,12,3.0,0,0,26301/2eme-db-ii-paris
26305,General Quarters (Third Edition),2006,0,2,12,2,4,1,12,12,3.4,120,120,26305/general-quarters-third-edition
26306,Vietnam Solitaire,2006,0,1,1,1,1,1,1,12,2.36,60,60,26306/vietnam-solitaire
26312,Star Fleet Battles: Module J2 – Advanced Fighters,2002,1,0,0,0,0,0,0,12,4.0,0,0,26312/star-fleet-battles-module-j2-advanced-fighters
26313,Star Fleet Battles: Module R9 – The Ships That Never Were,2004,1,0,0,0,0,0,0,12,3.33,0,0,26313/star-fleet-battles-module-r9-ships-never-were
26314,Star Fleet Battles: Module R8 – System Defense Command,2004,1,2,6,0,0,0,0,12,3.33,180,180,26314/star-fleet-battles-module-r8-system-defense-comman
26317,Digimon Collectible Card Game,2004,0,2,2,0,0,0,0,0,3.0,0,0,26317/digimon-collectible-card-game
26318,4 Tractors and a Cow Game,2006,0,2,4,0,0,0,0,4,0.0,0,0,26318/4-tractors-and-cow-game
26319,Chuck E Cheese's Skytubes,2006,0,2,4,0,0,0,0,3,1.0,15,15,26319/chuck-e-cheeses-skytubes
26331,Warbots & Death Machines,1985,0,2,2,0,0,0,0,10,0.0,120,120,26331/warbots-death-machines
26336,Cartel,1979,0,2,6,0,0,0,0,0,0.0,0,0,26336/cartel
26342,Aussie-ASL '96 Pack,1996,1,2,2,0,0,0,0,12,3.33,360,360,26342/aussie-asl-96-pack
26348,Huff and Puff,2006,0,2,3,3,3,3,3,3,1.0,20,20,26348/huff-and-puff
26365,Wargames Rules 1950-2000: Wargames Rules for All Arms Land Warfare From Platoon to Battalion Level,1993,0,2,2,2,2,2,2,12,3.6,240,240,26365/wargames-rules-1950-2000-wargames-rules-all-arms-l
26401,Gettysburg: Turning Point 1863,2014,0,2,2,0,0,0,0,12,4.0,0,0,26401/gettysburg-turning-point-1863
26404,Fire and Fury: Great Western Battles Scenario Book,1992,1,2,10,6,6,4,4,12,2.8,240,240,26404/fire-and-fury-great-western-battles-scenario-book
26406,Fire and Fury: Great Eastern Battles Scenario Book,1996,1,2,10,0,0,0,0,12,2.8,240,240,26406/fire-and-fury-great-eastern-battles-scenario-book
26410,Sanctuaries,1986,0,2,4,0,0,0,0,0,0.0,10,10,26410/sanctuaries
26416,The War Between the States,2006,0,2,2,0,0,0,0,10,1.5,20,20,26416/war-between-states
26421,Ninjas vs. Pirates,2006,0,2,2,0,0,3,0,0,2.0,30,30,26421/ninjas-vs-pirates
26424,1870,1978,0,2,2,2,2,2,2,12,2.4,180,180,26424/1870
26440,Lottino,1959,0,1,6,2,6,1,6,3,1.0,15,15,26440/lottino
26447,Clash of Monarchs,2008,0,2,4,2,2,2,4,12,4.05,360,360,26447/clash-monarchs
26457,Successors (Third Edition),2008,0,2,4,4,4,3,4,12,3.3,90,300,26457/successors-third-edition
26458,Chandragupta,2008,0,2,2,2,2,1,2,12,3.77,240,240,26458/chandragupta
26459,PQ-17: Arctic Naval Operations 1941-1943,2009,0,2,2,2,2,2,2,0,4.13,210,210,26459/pq-17-arctic-naval-operations-1941-1943
26464,Casper the Friendly Ghost Game,1974,0,2,4,0,0,0,0,4,0.0,10,10,26464/casper-friendly-ghost-game
26472,Dragon Parade,2007,0,2,5,4,5,3,5,10,1.22,30,30,26472/dragon-parade
26474,"Cold War Commander: Fast-Play Tabletop Wargame Rules for Combined-Arms Operations, 1946+",2006,0,2,2,2,2,1,2,12,3.22,150,150,26474/cold-war-commander-fast-play-tabletop-wargame-rule
26475,Programmed Wargames Scenarios,1981,0,1,2,1,1,1,1,12,0.0,0,0,26475/programmed-wargames-scenarios
26477,Great Battles of World War Two: Volume I – The Canadians in Europe,1995,0,2,6,0,0,0,0,12,2.5,180,180,26477/great-battles-world-war-two-volume-i-canadians-eur
26478,Great Battles of World War Two: Volume II – Drop Zone,1997,0,2,6,0,0,0,0,12,2.0,180,180,26478/great-battles-world-war-two-volume-ii-drop-zone
26486,"Maida and Castel Nuovo, 1806",2006,0,2,2,2,2,1,2,11,2.5,120,120,26486/maida-and-castel-nuovo-1806
26492,Ancient Warfare,2004,0,2,2,0,0,0,0,12,3.0,30,30,26492/ancient-warfare
26501,SeaTac,1979,0,2,2,0,0,0,0,12,0.0,0,0,26501/seatac
26506,Collect the Chicks,1986,0,2,4,0,0,0,0,4,1.0,15,15,26506/collect-chicks
26510,Valley Forge 1778,1976,0,1,2,0,0,0,0,10,1.5,90,90,26510/valley-forge-1778
26519,Dunkirk: The Battle of France,1971,0,2,5,1,4,1,5,12,3.0,0,0,26519/dunkirk-battle-france
26535,Stars *n* Bars,1985,0,2,2,2,2,1,2,14,3.5,0,0,26535/stars-n-bars
26539,Rome At War III: Queen of the Celts,2007,0,1,2,2,2,1,2,12,2.77,60,60,26539/rome-war-iii-queen-celts
26540,Napoleonic Battles: Austerlitz 1805,2007,0,2,2,0,0,0,0,12,2.0,120,120,26540/napoleonic-battles-austerlitz-1805
26542,ATS: Nikitovka 1941,2007,1,2,2,0,0,0,0,12,4.0,30,30,26542/ats-nikitovka-1941
26563,Upturn,2006,0,2,4,4,4,2,4,8,1.5,20,20,26563/upturn
26565,Papagra,2006,0,2,2,2,2,2,2,0,4.0,60,60,26565/papagra
26566,Homesteaders,2009,0,2,4,4,4,2,4,14,3.04,60,90,26566/homesteaders
26574,Crows & Owls,1977,0,1,6,0,0,0,0,12,0.0,240,240,26574/crows-owls
26581,Portfolio Junior,2003,0,2,4,0,0,0,0,5,1.0,15,15,26581/portfolio-junior
26582,Xēko Mission: Madagascar,2005,0,2,2,2,2,2,2,8,1.92,15,15,26582/xeko-mission-madagascar
26586,Heroscape Expansion Set: Dawn of Darkness,2006,1,2,4,2,2,2,4,8,2.41,0,0,26586/heroscape-expansion-set-dawn-darkness
26605,The Farming Game Kids,2006,0,2,4,2,4,2,4,3,1.0,30,30,26605/farming-game-kids
26606,"Barbarian: Rome vs. The Gauls and Samnites, 315-200 BC – SPQR Battle Module",2008,1,2,2,2,2,1,2,12,3.67,240,240,26606/barbarian-rome-vs-gauls-and-samnites-315-200-bc-sp
26609,Fear God and Dread Nought Player's Handbook,2001,1,0,0,0,0,0,0,12,0.0,0,0,26609/fear-god-and-dread-nought-players-handbook
26613,Blockade,1941,0,2,2,0,0,0,0,0,0.0,0,0,26613/blockade
