id,name,year,expansion,minplayers,maxplayers,bestminnumplayers,bestmaxnumplayers,rminnumplayers,rmaxnumplayers,age,averageweight,minplaytime,maxplaytime,url
265039,A Song of Ice & Fire: Tabletop Miniatures Game – Night's Watch Starter Set,2018,0,2,2,2,2,1,2,14,2.0,45,60,265039/song-ice-fire-tabletop-miniatures-game-nights-watc
265081,Terraforming Mars: Atmo Collectors Promo Card,2018,1,1,5,3,3,1,4,12,3.0,120,120,265081/terraforming-mars-atmo-collectors-promo-card
265084,Terraforming Mars: Lunar Exports Promo Card,2018,1,1,5,3,3,1,4,12,3.0,120,120,265084/terraforming-mars-lunar-exports-promo-card
265188,Glen More II: Chronicles,2019,0,2,4,3,3,2,4,12,3.06,90,120,265188/glen-more-ii-chronicles
265204,Pocket Landship,2019,0,1,2,1,1,1,2,10,1.75,15,45,265204/pocket-landship
265244,Breakout: First Panzer Army,2019,0,1,2,2,2,1,2,0,2.8,0,0,265244/breakout-first-panzer-army
265246,France '40: Victory or Defeat,2019,0,1,2,2,2,1,2,0,3.2,0,0,265246/france-40-victory-or-defeat
265256,PUSH,2018,0,2,6,0,0,2,6,8,1.03,20,25,265256/push
265293,Space Worm,2020,0,2,6,0,0,2,6,10,1.5,10,20,265293/space-worm
265304,A Billion Suns: Interstellar Fleet Battles,2021,0,2,6,2,2,2,6,10,3.0,30,90,265304/billion-suns-interstellar-fleet-battles
265402,In the Hall of the Mountain King,2019,0,2,5,3,4,2,5,12,2.82,75,90,265402/hall-mountain-king
265476,"A Clash of Chariots: The Battle of Kadesh, 1274 BCE",2018,0,1,2,0,0,0,0,12,2.0,90,150,265476/clash-chariots-battle-kadesh-1274-bce
265484,1916 Verdun: Campaign of Attrition,2018,0,2,2,2,2,1,2,12,2.5,90,150,265484/1916-verdun-campaign-attrition
265489,Gettysburg,2018,0,1,2,2,2,1,2,0,2.14,60,90,265489/gettysburg
265490,1950: The Forgotten War,2018,0,2,2,2,2,1,2,12,2.33,90,150,265490/1950-forgotten-war
265524,Ramen Fury,2019,0,2,5,4,4,2,5,8,1.32,30,30,265524/ramen-fury
265683,Second Chance,2019,0,1,6,2,4,1,6,8,1.18,10,15,265683/second-chance
265684,Subtext,2019,0,4,8,6,6,5,7,10,1.4,20,40,265684/subtext
265736,Tiny Towns,2019,0,1,6,3,3,1,5,14,2.07,45,60,265736/tiny-towns
265785,Rune,2019,0,2,2,2,2,2,2,7,1.71,5,15,265785/rune
265947,"Battle of Issy, 1815",2018,0,1,2,2,2,1,2,14,3.0,0,0,265947/battle-issy-1815
266083,L.L.A.M.A.,2019,0,2,6,0,0,2,6,8,1.06,20,20,266083/llm
266121,Unlock!: Heroic Adventures,2018,0,1,6,2,2,1,4,10,2.26,60,60,266121/unlock-heroic-adventures
266164,Babylonia,2019,0,2,4,3,4,2,4,14,2.41,60,60,266164/babylonia
266179,Space Gate Odyssey,2019,0,2,4,4,4,2,4,12,2.81,90,90,266179/space-gate-odyssey
266192,Wingspan,2019,0,1,5,3,3,1,4,10,2.44,40,70,266192/wingspan
266217,T.I.M.E Stories: Madame,2019,1,2,4,4,4,3,4,12,2.71,90,90,266217/time-stories-madame
266320,Kiev 1943: Orages à l'est 3 Ukraine,2018,0,2,2,2,2,1,2,12,2.5,0,0,266320/kiev-1943-orages-lest-3-ukraine
266447,Greenland (Third Edition),2018,0,1,4,0,0,1,4,12,3.57,60,120,266447/greenland-third-edition
266450,The Lion of Khartoum: Gordon's Last Stand,2018,0,1,1,1,1,1,1,12,2.4,90,120,266450/lion-khartoum-gordons-last-stand
266460,Yinzi,2019,0,2,4,4,4,3,4,12,4.19,100,180,266460/yinzi
266507,Clank!: Legacy – Acquisitions Incorporated,2019,0,2,4,4,4,2,4,13,2.69,90,120,266507/clank-legacy-acquisitions-incorporated
266524,PARKS,2019,0,1,5,3,3,1,4,10,2.16,30,60,266524/parks
266592,TacTiki,2022,0,2,2,2,2,2,2,12,1.25,30,30,266592/tactiki
266722,Rumble Nation,2017,0,2,4,4,4,2,4,10,1.89,20,40,266722/rumble-nation
266756,Devil Boats: PT Boats in the Solomons,2021,0,1,1,1,1,1,1,14,2.75,15,60,266756/devil-boats-pt-boats-solomons
266810,Paladins of the West Kingdom,2019,0,1,4,2,2,1,3,12,3.69,90,120,266810/paladins-west-kingdom
266830,Q.E.,2019,0,3,5,5,5,3,5,8,1.64,45,45,266830/qe
266844,Kiev '41,2019,0,1,2,2,2,1,2,14,2.33,60,120,266844/kiev-41
266880,"Once We Moved Like the Wind: The Apache Wars, 1861-1886",2019,0,2,2,2,2,1,2,0,3.17,0,0,266880/once-we-moved-wind-apache-wars-1861-1886
266937,Cradle of Civilization,2021,0,1,6,2,2,1,6,12,3.0,120,240,266937/cradle-civilization
266968,Struggle for Europe 1939 - 1945,2019,0,2,2,2,2,1,2,10,2.4,45,120,266968/struggle-europe-1939-1945
267009,Rome & Roll,2020,0,1,4,3,3,1,4,14,3.36,60,90,267009/rome-roll
267058,300: Earth & Water,2018,0,2,2,2,2,2,2,12,2.13,30,30,267058/300-earth-water
267127,Aerion,2019,0,1,2,1,1,1,2,10,1.95,15,30,267127/aerion
267165,Et sans résultat! Tabletop Rules for Recreating the Napoleonic Wars,2015,0,2,6,2,2,1,6,0,3.8,0,0,267165/et-sans-resultat-tabletop-rules-recreating-napoleo
267243,The Conquistadors: The Spanish Conquest of the Americas 1518-1548,2020,0,1,5,4,5,1,5,0,3.17,180,360,267243/conquistadors-spanish-conquest-americas-1518-1548
267244,The Defence of Procyon III,2021,0,1,4,4,4,1,2,14,3.93,90,120,267244/defence-procyon-iii
267271,Egizia: Shifting Sands,2019,0,2,4,3,4,2,4,14,2.75,90,90,267271/egizia-shifting-sands
267304,Western Empires,2019,0,5,9,7,9,5,9,12,3.29,180,780,267304/western-empires
267314,My First Castle Panic,2019,0,1,4,3,3,1,4,4,1.13,20,20,267314/my-first-castle-panic
267319,Roam,2019,0,2,4,3,3,2,4,8,1.8,30,45,267319/roam
267328,The Heights of Alma,2019,0,2,2,1,2,1,2,0,0.0,120,120,267328/heights-alma
267367,Suburbia: Collector's Edition,2019,0,1,5,3,3,2,4,8,2.87,90,90,267367/suburbia-collectors-edition
267370,Cities: Skylines – The Board Game,2019,0,1,4,1,1,1,3,10,2.35,70,70,267370/cities-skylines-board-game
267375,Red Poppies Campaigns: Volume 3 – Assault Artillery: La Malmaison,2020,0,1,2,2,2,1,2,0,0.0,0,0,267375/red-poppies-campaigns-volume-3-assault-artillery-l
267377,WWII Commander: Battle of the Bulge,2020,0,1,2,2,2,1,2,0,2.75,45,300,267377/wwii-commander-battle-bulge
267378,Chakra,2019,0,2,4,2,2,2,4,8,1.78,30,30,267378/chakra
267397,Fired Up,2021,0,2,5,4,4,2,5,12,2.71,45,90,267397/fired
267402,War and Peace: Game of the Napoleonic Wars,2020,0,2,5,4,5,1,5,0,3.67,20,3000,267402/war-and-peace-game-napoleonic-wars
267415,Operation Serval,2019,0,2,2,2,2,1,2,0,3.75,0,0,267415/operation-serval
267416,"Desert One War: US in the Persian Gulf, 1979-81",2019,0,1,2,0,0,0,0,0,3.0,0,0,267416/desert-one-war-us-persian-gulf-1979-81
267475,Stay Cool,2019,0,3,7,4,4,3,5,12,1.0,10,30,267475/stay-cool
267590,Deep State: New World Order,2019,0,1,5,1,1,1,5,14,2.27,40,75,267590/deep-state-new-world-order
267661,Crossing the Line: Aachen 1944,2019,0,1,2,2,2,1,2,0,3.11,30,600,267661/crossing-line-aachen-1944
267813,Adventure Games: The Dungeon,2019,0,1,4,2,2,1,4,12,1.72,75,75,267813/adventure-games-dungeon
268012,Chronicles of Drunagor: Age of Darkness,2021,0,1,5,0,0,1,5,12,3.24,120,120,268012/chronicles-drunagor-age-darkness
268098,Warhammer: The Game of Fantasy Battles (7th Edition),2006,0,2,2,0,0,0,0,12,0.0,180,360,268098/warhammer-game-fantasy-battles-7th-edition
268134,Oathmark: Battles of the Lost Age,2020,0,2,2,2,2,2,2,12,3.5,0,0,268134/oathmark-battles-lost-age
268159,Warhammer: The Game of Fantasy Battles (6th Edition),2000,0,2,2,0,0,0,0,12,4.5,180,360,268159/warhammer-game-fantasy-battles-6th-edition
268201,Dice Throne,2018,0,2,6,2,2,2,4,8,2.24,20,40,268201/dice-throne
268221,Custer's Last Stand,2019,0,2,2,2,2,1,2,10,2.33,60,120,268221/custers-last-stand
268493,Mechanica,2020,0,1,4,2,2,1,3,12,2.4,45,75,268493/mechanica
268586,6 nimmt! 25 Jahre,2019,0,2,10,4,6,4,8,8,1.38,45,45,268586/6-nimmt-25-jahre
268620,Similo,2019,0,2,8,3,4,2,6,7,1.05,10,15,268620/similo
268864,Undaunted: Normandy,2019,0,2,2,2,2,2,2,14,2.24,45,60,268864/undaunted-normandy
268898,Dragon and the Hermit Kingdom: The Second Korean War,2019,0,2,2,2,2,1,2,0,3.0,60,120,268898/dragon-and-hermit-kingdom-second-korean-war
268899,Foreign Legion Paratroopers: Rapid Response Force,2020,0,1,2,1,1,1,2,16,3.4,0,0,268899/foreign-legion-paratroopers-rapid-response-force
268901,"Objective Nuremberg: 7 Days to the Rhine, Volume 1",2020,0,1,2,2,2,1,2,0,2.83,120,240,268901/objective-nuremberg-7-days-rhine-volume-1
268903,"Block by Block: The Battle of Huế, 1968",2020,0,1,2,2,2,1,2,0,3.25,0,0,268903/block-block-battle-hue-1968
269144,Hadara,2019,0,2,5,4,5,2,5,10,2.2,45,60,269144/hadara
269146,Yōkai,2019,0,2,4,2,4,2,4,10,1.61,15,35,269146/ykai
269199,Dizzle,2019,0,1,4,2,3,1,4,8,1.27,30,30,269199/dizzle
269207,The Taverns of Tiefenthal,2019,0,2,4,2,3,2,4,12,2.7,60,60,269207/taverns-tiefenthal
269210,Twice as Clever!,2019,0,1,4,2,2,1,4,10,2.35,30,30,269210/twice-clever
269257,Chartae,2019,0,2,2,2,2,2,2,7,1.46,10,10,269257/chartae
269259,The Quacks of Quedlinburg: The Herb Witches,2019,1,2,5,3,5,2,5,10,1.97,45,45,269259/quacks-quedlinburg-herb-witches
269385,The Lord of the Rings: Journeys in Middle-Earth,2019,0,1,5,2,2,1,4,14,2.61,60,120,269385/lord-rings-journeys-middle-earth
269440,Botanists,2019,0,2,4,3,3,1,4,10,2.0,30,60,269440/botanists
269448,"An Undeniable Victory: Operation Fath-ol-Mobin, March 23-28, 1982",2019,0,1,2,2,2,1,2,12,3.0,180,240,269448/undeniable-victory-operation-fath-ol-mobin-march-2
269456,"Interceptor Ace: Daylight Air Defense Over Germany, 1943-44",2019,0,1,1,1,1,1,1,0,2.5,120,180,269456/interceptor-ace-daylight-air-defense-over-germany
269477,The Binding of Isaac: Four Souls +,2019,1,2,4,4,4,2,4,13,2.0,30,60,269477/binding-isaac-four-souls
269489,The Mission: Early Christianity from the Crucifixion to the Crusades,2020,0,1,1,1,1,1,1,12,3.69,60,240,269489/mission-early-christianity-crucifixion-crusades
269511,Cooper Island,2019,0,1,4,3,3,1,4,12,4.19,60,120,269511/cooper-island
269526,Valley of the Vikings,2019,0,2,4,3,4,2,4,6,1.43,15,20,269526/valley-vikings
269595,Copenhagen,2019,0,2,4,4,4,2,4,8,1.73,20,40,269595/copenhagen
269603,Minecraft: Builders & Biomes,2019,0,2,4,3,3,2,4,10,1.92,30,60,269603/minecraft-builders-biomes
269618,Crystallo,2018,0,1,1,1,1,1,1,8,1.75,20,30,269618/crystallo
269623,Unicorn Glitterluck: Cloud Stacking,2019,0,1,4,3,3,1,4,4,1.0,15,15,269623/unicorn-glitterluck-cloud-stacking
269624,Barnyard Bunch,2019,0,2,4,2,4,2,4,4,1.0,5,15,269624/barnyard-bunch
269725,Corinth,2019,0,2,4,3,3,2,4,8,1.72,20,30,269725/corinth
269752,Noctiluca,2019,0,1,4,2,2,2,3,8,1.36,30,30,269752/noctiluca
269789,Caravan,2019,0,2,4,4,4,3,4,12,1.75,45,45,269789/caravan
269975,Storm Over Dublin,2019,0,2,2,0,0,0,0,14,0.0,120,300,269975/storm-over-dublin
270109,Iwari,2020,0,2,5,3,4,2,5,14,2.15,45,45,270109/iwari
270144,The War: The Pacific 1941-45,2021,0,1,2,2,2,1,2,0,4.0,90,3000,270144/war-pacific-1941-45
270168,Tuki,2019,0,2,4,3,3,1,3,8,1.18,30,45,270168/tuki
270239,Moonrakers,2020,0,1,5,4,4,3,5,14,2.47,60,120,270239/moonrakers
270314,Ohanami,2019,0,2,4,3,3,2,4,8,1.13,20,20,270314/ohanami
270627,Timmy macht Urlaub,2019,0,2,5,0,0,2,5,4,1.0,10,15,270627/timmy-macht-urlaub
270633,Aeon's End: The New Age,2019,0,1,4,2,2,1,4,14,2.93,60,60,270633/aeons-end-new-age
270636,My Farm Shop,2020,0,2,4,2,2,2,4,8,2.0,45,45,270636/my-farm-shop
270637,Axio Rota,2019,0,1,4,0,0,1,4,8,1.67,20,30,270637/axio-rota
270661,Profile in Courage: PT-109,2019,0,1,1,1,1,1,1,12,2.0,45,60,270661/profile-courage-pt-109
270673,Silver & Gold,2019,0,2,4,3,4,2,4,8,1.18,20,20,270673/silver-gold
270680,Cruel Seas: Starter Set,2018,0,2,2,2,2,1,2,12,2.5,30,60,270680/cruel-seas-starter-set
270836,Imperial Settlers: Roll & Write,2019,0,1,4,1,1,1,2,10,1.8,30,30,270836/imperial-settlers-roll-write
270844,Imperial Settlers: Empires of the North,2019,0,1,4,2,2,1,3,10,2.82,45,90,270844/imperial-settlers-empires-north
270847,Set & Match,2017,0,2,4,2,2,2,2,7,1.19,15,30,270847/set-match
270871,Agemonia,2022,0,1,4,2,3,1,4,10,2.6,60,120,270871/agemonia
270970,Century: A New World,2019,0,2,4,3,3,2,4,8,2.12,30,45,270970/century-new-world
270971,Era: Medieval Age,2019,0,1,4,2,2,1,4,8,2.32,45,60,270971/era-medieval-age
271038,Snowman Dice,2019,0,2,4,4,4,2,4,6,1.0,10,10,271038/snowman-dice
271055,Dwellings of Eldervale,2020,0,1,5,3,3,1,5,14,3.23,60,150,271055/dwellings-eldervale
271088,Ishtar: Gardens of Babylon,2019,0,2,4,3,3,2,4,14,2.26,45,45,271088/ishtar-gardens-babylon
271130,TOGO: Dawn of the Dreadnoughts – Naval Battles of the Russo-Japanese War,2018,0,1,2,0,0,0,0,12,2.0,60,300,271130/togo-dawn-dreadnoughts-naval-battles-russo-japanes
271268,AdmiralsWar: World War II at Sea,2019,0,2,4,1,2,1,4,0,2.38,300,480,271268/admirals-war-world-war-ii-sea
271275,"North Africa: Afrika Korps vs Desert Rats, 1940-42",2021,0,1,2,1,2,1,2,0,3.0,120,600,271275/north-africa-afrika-korps-vs-desert-rats-1940-42
271319,Las Vegas Royale,2019,0,2,5,4,5,3,5,8,1.53,45,60,271319/las-vegas-royale
271320,The Castles of Burgundy,2019,0,1,4,2,2,1,4,12,2.97,70,120,271320/castles-burgundy
271324,It's a Wonderful World,2019,0,1,5,4,4,1,5,14,2.3,30,60,271324/its-wonderful-world
271518,Disney Villainous: Wicked to the Core,2019,0,2,3,3,3,2,3,10,2.38,40,60,271518/disney-villainous-wicked-core
271519,Ecosystem,2019,0,2,6,4,4,2,6,10,1.73,15,20,271519/ecosystem
271530,Ankh'or,2019,0,2,4,2,2,2,4,8,1.71,30,30,271530/ankhor
271550,"Custoza, Fields of Doom",2019,0,2,2,2,2,1,2,16,3.33,180,0,271550/custoza-fields-doom
271615,The Quest for El Dorado: The Golden Temples,2019,0,2,4,2,2,2,4,10,1.85,30,60,271615/quest-el-dorado-golden-temples
271693,Wodny szlak,2019,0,1,4,4,4,1,4,8,1.71,20,20,271693/wodny-szlak
271728,Pocket General: World War 2,2019,0,2,2,0,0,0,0,12,0.0,40,70,271728/pocket-general-world-war-2
271785,Slide Quest,2019,0,1,4,4,4,2,4,7,1.13,15,45,271785/slide-quest
271819,Great Pacific War: Plan Orange,2020,0,2,2,1,2,1,2,0,3.0,0,0,271819/great-pacific-war-plan-orange
271820,Forgotten Pacific Battles,2020,0,1,2,2,2,1,2,0,2.67,30,180,271820/forgotten-pacific-battles
271822,Paratrooper: Great Airborne Assaults – Palenbang & Primosole Bridge,2020,0,2,2,2,2,1,2,0,3.0,0,0,271822/paratrooper-great-airborne-assaults-palenbang-prim
271823,"Spring Awakening: Hitler's Last Offensive, March 1945",2020,0,1,2,2,2,1,2,0,3.0,0,0,271823/spring-awakening-hitlers-last-offensive-march-1945
271837,Freeman's Farm 1777,2019,0,1,2,2,2,1,2,13,2.5,30,60,271837/freemans-farm-1777
271869,Sushi Roll,2019,0,2,5,4,4,2,5,8,1.24,20,20,271869/sushi-roll
271896,Star Wars: Outer Rim,2019,0,1,4,3,3,1,4,14,2.49,120,180,271896/star-wars-outer-rim
271944,The Atlanta Campaign,1980,0,1,2,2,2,1,2,12,3.67,60,120,271944/atlanta-campaign
272380,SHŌBU,2019,0,2,2,2,2,2,2,8,1.89,15,30,272380/shbu
272409,Tiny Epic Tactics,2019,0,1,4,2,2,1,4,14,2.48,30,60,272409/tiny-epic-tactics
272427,Terramara,2019,0,2,4,4,4,3,4,12,3.43,120,120,272427/terramara
272438,Blockbuster,2019,0,4,10,8,8,6,10,12,1.08,30,60,272438/blockbuster
272453,KeyForge: Age of Ascension,2019,0,2,2,2,2,2,2,14,2.63,15,45,272453/keyforge-age-ascension
272502,"Counter-Attack: The Battle of Arras, 1940",2019,0,1,2,2,2,1,2,12,2.44,120,480,272502/counter-attack-battle-arras-1940
272531,War Along the Great Lakes,2019,0,1,2,2,2,2,2,13,2.0,90,120,272531/war-along-great-lakes
272533,Kingdom Rush: Rift in Time,2020,0,1,4,1,2,1,3,10,3.03,45,90,272533/kingdom-rush-rift-time
272637,Root: The Underworld Expansion,2020,1,2,6,4,4,3,6,10,3.45,60,90,272637/root-underworld-expansion
272682,Expedition to Newdale,2019,0,1,4,3,4,1,4,12,3.0,90,90,272682/expedition-newdale
272738,Jaws,2019,0,2,4,4,4,2,4,12,2.19,60,60,272738/jaws
272739,Clinic: Deluxe Edition,2020,0,1,4,2,3,1,4,14,4.1,60,150,272739/clinic-deluxe-edition
272993,Dragonrealm,2019,0,2,4,4,4,2,4,10,1.5,20,30,272993/dragonrealm
273009,"Bar-Lev: The 1973 Arab-Israeli War, Deluxe Edition",2019,0,1,5,2,2,1,5,12,4.14,300,720,273009/bar-lev-1973-arab-israeli-war-deluxe-edition
273330,Bloodborne: The Board Game,2021,0,1,4,1,2,1,4,14,2.95,45,75,273330/bloodborne-board-game
273473,Terraforming Mars: Turmoil,2019,1,1,5,3,3,1,5,12,3.71,120,120,273473/terraforming-mars-turmoil
273477,Obscurio,2019,0,2,8,5,8,4,8,10,1.93,40,40,273477/obscurio
273482,A Song of Ice & Fire: Tabletop Miniatures Game – Free Folk Starter Set,2018,0,2,2,0,0,0,0,14,0.0,45,60,273482/song-ice-fire-tabletop-miniatures-game-free-folk-s
273518,Antony and Cleopatra,2019,0,2,2,2,2,1,2,0,3.33,120,120,273518/antony-and-cleopatra
273519,With It Or On It,2019,0,2,2,2,2,1,2,0,2.0,60,60,273519/it-or-it
273703,Altar Quest,2020,0,1,4,1,2,1,3,14,3.33,30,90,273703/altar-quest
273769,"Napoleon Retreats: Campaign in France, Part II",2019,0,2,4,0,0,0,0,10,0.0,60,60,273769/napoleon-retreats-campaign-france-part-ii
273779,Under Falling Skies: A 9-Card Print-and-Play Game,2019,0,1,1,1,1,1,1,8,2.65,20,40,273779/under-falling-skies-9-card-print-and-play-game
273909,Napoleon's Wheel,2020,0,1,4,2,2,1,4,10,3.0,60,60,273909/napoleons-wheel
274038,"All or Nothing: The Fight for Fort Mercer – October 22, 1777",2019,0,1,2,1,1,1,2,0,2.71,30,90,274038/all-or-nothing-fight-fort-mercer-october-22-1777
274090,Lanterns Dice: Lights in the Sky,2019,0,2,4,0,0,2,4,10,2.0,30,45,274090/lanterns-dice-lights-sky
274093,Quirky Circuits,2019,0,2,4,3,4,2,4,7,1.76,15,30,274093/quirky-circuits
274178,"Poland Defiant: The German Invasion, September 1939",2019,0,2,2,2,2,1,2,14,2.67,240,480,274178/poland-defiant-german-invasion-september-1939
274364,Watergate,2019,0,2,2,2,2,2,2,12,2.27,30,60,274364/watergate
274426,Pangea,2019,0,1,4,4,4,3,4,14,3.1,60,90,274426/pangea
274428,Gaslands: Refuelled,2019,0,2,8,2,4,2,5,11,2.69,45,90,274428/gaslands-refuelled
274450,Last Aurora,2020,0,1,4,4,4,2,4,14,2.66,60,90,274450/last-aurora
274533,Throw Throw Burrito,2019,0,2,6,4,6,3,6,7,1.09,15,15,274533/throw-throw-burrito
274637,"Unmatched: Battle of Legends, Volume One",2019,0,2,4,2,2,2,2,9,1.9,20,40,274637/unmatched-battle-legends-volume-one
274638,Unmatched: Robin Hood vs. Bigfoot,2019,0,2,2,2,2,2,2,9,1.93,20,20,274638/unmatched-robin-hood-vs-bigfoot
274841,Cóatl,2020,0,1,4,3,3,1,4,10,2.07,30,60,274841/coatl
274950,Tango Down: Man to Man Urban Combat,2019,0,2,2,2,2,1,2,0,2.25,60,120,274950/tango-down-man-man-urban-combat
274960,Point Salad,2019,0,2,6,0,0,2,6,8,1.16,15,30,274960/point-salad
275278,Kasserine 1943,2019,0,2,3,2,3,1,3,12,2.5,90,120,275278/kasserine-1943
275344,The French and Indian War: War for North America Game,2019,0,2,4,2,2,1,4,14,2.5,60,90,275344/french-and-indian-war-war-north-america-game
275467,Letter Jam,2019,0,2,6,6,6,3,6,10,2.0,45,45,275467/letter-jam
275512,Rifles in the Pacific,2019,0,1,1,1,1,1,1,12,2.0,60,120,275512/rifles-pacific
275589,Pocket Detective,2019,0,1,6,2,2,1,4,10,1.73,45,60,275589/pocket-detective
275625,"The Battle of Sacile, 16 April 1809",2019,0,2,2,2,2,1,2,12,3.67,120,180,275625/battle-sacile-16-april-1809
275687,1864: On To Jutland!,2019,0,1,3,2,2,1,3,12,0.0,90,150,275687/1864-jutland
275870,TEAM3 GREEN,2019,0,3,6,3,3,3,3,14,1.29,30,30,275870/team3-green
275913,Bruxelles 1897,2019,0,2,4,3,3,2,4,10,2.93,40,60,275913/bruxelles-1897
275916,Cairn,2019,0,2,2,2,2,2,2,10,1.77,25,25,275916/cairn
275956,"ARMIR, Operacija Malyj Saturn",2019,0,1,2,2,2,1,2,0,3.33,180,300,275956/armir-operacija-malyj-saturn
276004,On the Origin of Species,2019,0,2,4,2,3,2,4,9,2.33,45,80,276004/origin-species
276025,Maracaibo,2019,0,1,4,3,3,1,4,12,3.89,30,120,276025/maracaibo
276042,Conspiracy: Abyss Universe,2019,0,2,4,2,3,2,4,8,1.82,30,30,276042/conspiracy-abyss-universe
276090,Icaion,2020,0,2,5,3,3,2,5,14,3.25,90,120,276090/icaion
276104,Underwater Cities: New Discoveries,2019,1,1,4,2,3,1,4,14,3.71,100,180,276104/underwater-cities-new-discoveries
276169,For What Remains: Streets of Ruin,2020,0,1,2,2,2,1,2,10,2.69,30,45,276169/what-remains-streets-ruin
276337,Napoleon Returns 1815,2020,0,2,3,2,2,1,3,14,1.89,90,120,276337/napoleon-returns-1815
276386,Caesar: Rome vs. Gaul,2020,0,2,2,2,2,2,2,12,3.26,120,240,276386/caesar-rome-vs-gaul
276497,La Viña,2019,0,2,5,3,4,2,5,8,2.25,30,45,276497/la-vina
276498,Paris: La Cité de la Lumière,2019,0,2,2,2,2,2,2,8,2.04,30,30,276498/paris-la-cite-de-la-lumiere
276591,mau mau!! Das Brettspiel,2019,0,2,4,4,4,2,4,8,1.0,30,30,276591/mau-mau-das-brettspiel
276782,Nubia: Egypt's Black Heirs,2019,0,1,1,1,1,1,1,10,3.0,30,60,276782/nubia-egypts-black-heirs
276830,Sanctum,2019,0,2,4,2,2,1,4,12,2.44,60,100,276830/sanctum
276894,Ticket to Ride: London,2019,0,2,4,3,3,2,4,8,1.28,10,15,276894/ticket-ride-london
276925,Warhammer Age of Sigmar: Warcry Starter Set,2019,0,2,4,2,2,2,4,12,2.38,30,60,276925/warhammer-age-sigmar-warcry-starter-set
276997,X-ODUS: Rise of the Corruption,2020,0,1,4,4,4,1,4,14,3.33,90,150,276997/x-odus-rise-corruption
277080,Titans,2021,0,1,4,3,3,1,4,13,2.42,80,160,277080/titans
277085,Love Letter,2019,0,2,6,4,4,2,6,10,1.13,20,20,277085/love-letter
277269,War in the Outposts: The Madagascar Campaign,2004,0,1,2,2,2,1,2,0,3.67,0,0,277269/war-outposts-madagascar-campaign
277408,Austerlitz 1805,2019,0,2,10,2,2,1,7,14,3.71,120,240,277408/austerlitz-1805
277448,Coloma: Deluxe Edition,2019,0,1,6,4,5,1,6,13,3.13,60,90,277448/coloma-deluxe-edition
277458,Kluster,2018,0,1,4,3,4,2,4,14,1.04,10,20,277458/kluster
277586,Moravian Sun,2019,0,2,2,2,2,1,2,14,3.0,0,0,277586/moravian-sun
277597,Fast Sloths,2019,0,2,5,4,5,2,5,8,2.17,45,45,277597/fast-sloths
277659,Final Girl,2021,0,1,1,1,1,1,1,14,2.31,20,60,277659/final-girl
277672,303 Squadron,2021,0,1,4,1,4,1,4,10,3.14,60,120,277672/303-squadron
277699,A Fistful of Meeples,2019,0,2,4,3,3,2,4,14,2.08,30,30,277699/fistful-meeples
277700,Merchants Cove,2021,0,1,4,3,3,1,4,14,2.77,60,90,277700/merchants-cove
277721,The Lord of the Rings: Journeys in Middle-earth – Villains of Eriador Figure Pack,2019,1,1,5,0,0,1,4,14,2.73,60,120,277721/lord-rings-journeys-middle-earth-villains-eriador
277930,Freezing Death: Finnish Winter War,2019,0,2,2,2,2,1,2,12,2.45,60,90,277930/freezing-death-finnish-winter-war
278042,Crusader Kingdoms: The War for the Holy Land,2020,0,1,4,2,2,1,2,14,1.36,20,90,278042/crusader-kingdoms-war-holy-land
278237,"Shredding Peace: Operation Shredder, the Raid on Samu, November 1966.",2019,0,1,2,0,0,0,0,12,0.0,150,210,278237/shredding-peace-operation-shredder-raid-samu-novem
278319,Space Infantry Resurgence Core Rules,2019,0,1,2,0,0,0,0,14,0.0,60,120,278319/space-infantry-resurgence-core-rules
278553,Silver,2019,0,2,4,0,0,2,4,8,1.79,30,60,278553/silver
278824,Rollecate,2019,0,1,4,3,3,1,4,8,1.63,10,15,278824/rollecate
278914,Battleground Fantasy Warfare: Men of Hawkshold,2020,0,2,2,0,0,0,0,12,3.0,60,90,278914/battleground-fantasy-warfare-men-hawkshold
